# wavelength flux variance
5232.636553065577 -1690.2843234846105 2222686.283672417
5232.691857019062 776.1392075025808 2021862.0793403226
5232.747161557067 226.65083849252323 2036335.8554124811
5232.802466679577 227.6406610972146 2080336.6203816307
5232.85777238662 236.60325050488234 2084295.728432841
5232.913078678182 1163.0843387809366 2015288.1964843555
5232.968385554286 231.8978318508987 2028620.6068027422
5233.023693014932 130.99645984693996 1978269.1774903117
5233.079001060116 -289.75164202863425 1940778.8204402523
5233.134309689862 -739.480875262701 1833863.6498452195
5233.189618904157 -596.9505467604733 1763352.2260514938
5233.244928703028 -1013.0478036596032 1798427.1839602226
5233.30023908646 15.458415738483154 1711706.0778489748
5233.35555005448 -385.143395357117 1727463.2386500977
5233.4108616070835 -644.094694897975 1765203.6317305292
5233.466173744268 598.3724155193829 1720454.6625213798
5233.521486466058 1056.2951883354026 1809028.8672918817
5233.5767997724415 285.9248304639575 1648693.7084337864
5233.632113663442 1298.407446223621 1665964.9145064128
5233.687428139049 3607.2259206813487 1597678.9188223174
5233.7427431992855 -1370.2574038542048 1657802.307450265
5233.79805884415 -961.2198785376363 1558115.2842180906
5233.853375073638 35.87768978069198 1659918.6597482727
5233.908691887775 1439.6843002572218 1518503.3954412127
5233.964009286548 898.999871289444 1481040.5130544004
5234.019327269983 3438.433007369955 1358045.646029522
5234.074645838066 1402.115861904062 1501176.1319865843
5234.129964990823 1853.9962704721909 1383992.1456638768
5234.185284728251 1184.7978145850532 1337713.6001455705
5234.240605050345 200.4217373064633 1464822.1307720095
5234.295925957132 -1519.6312353084513 1501794.7607632761
5234.351247448598 -1206.8957900278533 1484355.2244167177
5234.406569524769 608.3144200463266 1453275.9004145798
5234.461892185632 1958.2041457603925 1306003.0262353343
5234.517215431211 639.8885556038837 1226296.1726493821
5234.572539261495 -1086.9868339126306 1237332.9562695508
5234.627863676508 811.1194343283228 1232981.1148122535
5234.6831886762475 1230.7485316669186 1151132.9350031337
5234.73851426071 2115.4201417077 1117255.0579506226
5234.79384042992 681.1819140687744 1098560.7870040229
5234.849167183865 -626.644294290756 1105156.6180395375
5234.9044945225705 832.6580461010074 1110210.7527091855
5234.959822446023 1408.6328100327887 1101054.1849122723
5235.015150954248 766.2194993605012 1100571.9362309098
5235.070480047243 452.2299454784584 1056843.1530275198
5235.125809725004 128.8591435747205 1062527.6238480394
5235.181139987555 604.0126330160202 1067751.6935283397
5235.236470834886 992.1071367683655 1048474.3297453276
5235.291802267019 118.00953274062357 973581.4783884288
5235.347134283944 -554.3829163956784 1063221.9657115277
5235.402466885684 1721.5601121767304 1029755.3780241386
5235.457800072237 1881.5648463036619 998102.1279697749
5235.5131338435995 1768.6225770846588 986058.3498075404
5235.5684681997955 1868.4291206752994 919850.5159236334
5235.623803140814 1562.8098644402555 865408.8760569524
5235.679138666679 615.6931332179628 890482.6087322895
5235.734474777378 -45.04998242516319 1003318.8027913669
5235.789811472936 -432.1485099764363 1081157.0009152025
5235.845148753349 -234.42913149319028 953271.1312828073
5235.900486618616 -201.93271633925124 973602.3972004344
5235.9558250687605 973.6238965210921 960486.5137130014
5236.011164103769 648.797160812278 982263.364339026
5236.066503723669 822.3364289379604 1022478.9519032855
5236.121843928445 2012.7545379534877 1095289.1601584686
5236.1771847181235 1684.33033798417 1017673.7190921041
5236.232526092701 952.3681006484721 1235093.0558011853
5236.287868052175 -437.6558450768789 1550753.3963661771
5236.343210596569 9.50400237979747 2316640.401618132
5236.398553725872 2130.8382211682792 2557595.308797064
5236.453897440108 8089.259458104504 14540141.219359597
5236.509241739265 5293.259413309053 55914304.89594004
5236.564586623368 464.4186812559384 8005724.372875068
5236.6199320924125 2414.008043551311 4171513.9029685087
5236.6752781463965 2556.2503591889194 4374658.284694356
5236.730624785344 1732.3783672841948 6002393.844708136
5236.785972009244 1625.9595326272047 5619586.794584211
5236.84131981812 1197.6848759562613 4782933.309814119
5236.89666821196 1412.3060095728558 4089323.9619703847
5236.952017190789 2926.2395656799804 5465221.721328487
5237.007366754603 2537.657601315602 4600510.47781223
5237.0627169034005 -27.247696973232905 3424257.591294814
5237.118067637204 10.23094572263767 3508770.9978647833
5237.173418956004 144.09768107779888 3400651.6410133005
5237.228770859822 1324.283234596388 2964536.477741904
5237.284123348649 752.153828682147 1883284.5542745732
5237.339476422507 949.8440469970278 1761710.4878896484
5237.3948300813945 -128.2354597131764 2295681.522213778
5237.450184325307 654.8495170526035 2520484.4565553744
5237.505539154271 665.2674587786332 2534319.48614334
5237.5608945682725 1052.444538913915 2738803.1417407454
5237.616250567337 -433.42694789835855 2090567.680219748
5237.671607151453 -519.6895984736793 1398076.8509742343
5237.726964320644 860.194922137411 1365199.2263068643
5237.782322074906 541.5932024419291 1295892.8258832542
5237.837680414238 249.32636564503895 1142904.0111309725
5237.8930393386645 1118.709428515437 1797256.3931620617
5237.948398848172 1005.4969659587251 2000986.8541638227
5238.003758942786 748.7663527749696 1368284.0784465277
5238.059119622493 -232.36345659969294 1918334.555495276
5238.114480887319 1025.9891886333617 1151224.5861507999
5238.16984273726 988.7506590988642 1119016.475229265
5238.225205172314 550.859529420939 1512802.8313152178
5238.280568192506 15.321747602420885 1711136.3620639406
5238.335931797822 1069.0147286839126 1408993.9469960069
5238.391295988287 948.2596274724754 820722.2404428237
5238.44666076389 893.616026666708 729144.2919322355
5238.502026124655 1438.6982498062102 1167915.4590209895
5238.557392070568 1970.0974663322263 1273836.3009444964
5238.612758601657 1280.7766717081022 1611558.4656736283
5238.668125717916 959.168696733943 1338652.406642133
5238.723493419344 203.28776365079148 889462.2422547397
5238.778861705964 -493.9551634678498 860151.847750646
5238.834230577765 151.69602257321014 922184.1611447126
5238.889600034771 1760.340504351583 1728332.396999184
5238.94497007697 2567.425055752409 1425407.8102996154
5239.000340704387 456.67962231579037 875849.9249235907
5239.055711917018 186.16465316439033 726122.6896955483
5239.11108371486 444.92968658601103 857751.9285996883
5239.166456097938 1002.2770112715823 788531.7875924924
5239.22182906624 1786.1916676583137 918224.8968848443
5239.277202619791 1292.1658882993302 818672.3795320671
5239.3325767585775 513.186171402788 551249.0488004753
5239.387951482626 388.422129447923 691224.0739704075
5239.44332679193 758.0611728591111 481147.89476195845
5239.498702686491 541.5538070158873 317066.7806374607
